delivery_id,date,time,origin_warehouse,destination_city,destination_country,client_name,product_type,product_grade,volume_kg,distance_km,delivery_time_hours,transport_cost_eur,delivery_status,delay_hours,date_raw,time_raw,time_parsed,distance_km_was_missing,transport_cost_eur_was_missing,volume_kg_was_missing,delivery_time_hours_was_missing,distance_km_imp,distance_km_imputed_flag,cost_per_km,transport_cost_eur_imp,transport_cost_imputed_flag,volume_kg_imp,volume_kg_imputed_flag,dist_band,delivery_time_imp,delivery_time_imputed_flag,cost_per_km_imp,cost_per_kg_imp
DEL322635,2024-04-05,20:19,Warehouse_DE_Hamburg,Florence,IT,Client_33,Cheese,,2699.0,1235.0,15.1,1065.95,On-Time,0.0,05/04/2024,20:19,20:19:00,False,False,False,False,1235.0,False,0.8631174089068826,1065.95,False,2699.0,False,"(1200, 10000]",15.1,False,0.8631174089068826,0.39494257132271215
DEL930946,2024-05-14,19:41,Warehouse_PL_Warsaw,Rotterdam,NL,Client_23,Cheese,,3231.0,1134.0,13.0,1274.21,On-Time,0.0,14/05/2024,19:41,19:41:00,False,False,False,False,1134.0,False,1.123641975308642,1274.21,False,3231.0,False,"(600, 1200]",13.0,False,1.123641975308642,0.3943701640359022
DEL707725,2024-05-19,12:23,Warehouse_FR_Paris,Dortmund,DE,Client_33,Butter,A,1029.0,843.0,11.9,885.11,Delayed,3.9,19/05/2024,12:23,12:23:00,False,False,False,False,843.0,False,1.0499525504151839,885.11,False,1029.0,False,"(600, 1200]",11.9,False,1.0499525504151839,0.8601652089407191
DEL975336,2024-06-14,17:09:45,Warehouse_FR_Paris,Dusseldorf,DE,Client_26,Cheese,,3258.0,705.0,9.9,698.07,On-Time,0.0,14/06/2024,17:09:45,17:09:45,False,False,False,False,705.0,False,0.9901702127659575,698.07,False,3258.0,False,"(600, 1200]",9.9,False,0.9901702127659575,0.21426335174953962
DEL503519,2024-05-24,05:12,Warehouse_FR_Paris,Strasbourg,FR,Client_23,Butter,A,1450.0,201.0,2.3,230.69,On-Time,0.0,24/05/2024,05:12,05:12:00,False,False,False,False,201.0,False,1.1477114427860697,230.69,False,1450.0,False,"(150, 300]",2.3,False,1.1477114427860697,0.15909655172413792
DEL103876,2024-06-12,07:44,Warehouse_DE_Hamburg,Bydgoszcz,PL,Client_16,Butter,B,1762.0,725.0,8.8,945.94,On-Time,0.0,12/06/2024,07:44,07:44:00,False,False,False,False,725.0,False,1.304744827586207,945.94,False,1762.0,False,"(600, 1200]",8.8,False,1.304744827586207,0.536855845629966
DEL936343,2024-06-08,12:01,Warehouse_FR_Paris,Nijmegen,NL,Client_29,SMP,,,479.0,7.1,485.61,On-Time,0.0,08/06/2024,12:01,12:01:00,False,False,True,False,479.0,False,1.0137995824634656,485.61,False,5235.0,True,"(300, 600]",7.1,False,1.0137995824634656,0.09276217765042981
DEL749076,,11:24,Warehouse_DE_Hamburg,Florence,IT,Client_20,Butter,C,1827.0,1461.0,22.2,1632.68,On-Time,0.0,01-16-2024,11:24,11:24:00,False,False,False,False,1461.0,False,1.11750855578371,1632.68,False,1827.0,False,"(1200, 10000]",22.2,False,1.11750855578371,0.8936398467432951
DEL267951,,16:14,Warehouse_FR_Paris,Toulouse,FR,Client_35,Cheese,,2628.0,393.0,6.4,359.71,On-Time,0.0,05-20-2024,16:14,16:14:00,False,False,False,False,393.0,False,0.9152926208651398,359.71,False,2628.0,False,"(300, 600]",6.4,False,0.9152926208651398,0.1368759512937595
DEL220904,2024-06-02,09:00,Warehouse_FR_Paris,Tilburg,NL,Client_31,SMP,,4611.0,475.0,6.9,429.39,On-Time,0.0,02/06/2024,09:00,09:00:00,False,False,False,False,475.0,False,0.903978947368421,429.39,False,4611.0,False,"(300, 600]",6.9,False,0.903978947368421,0.09312296681847755
DEL658487,2024-03-14,14:56,Warehouse_DE_Hamburg,Krakow,PL,Client_23,SMP,,4082.0,644.0,9.8,500.79,On-Time,0.0,14/03/2024,14:56,14:56:00,False,False,False,False,644.0,False,0.7776242236024845,500.79,False,4082.0,False,"(600, 1200]",9.8,False,0.7776242236024845,0.12268250857422833
DEL326667,2024-04-23,22:03,Warehouse_PL_Warsaw,Milan,IT,Client_7,Butter,A,870.0,1506.0,23.1,1630.01,Delayed,2.0,23/04/2024,22:03,22:03:00,False,False,False,False,1506.0,False,1.08234395750332,1630.01,False,870.0,False,"(1200, 10000]",23.1,False,1.08234395750332,1.8735747126436781
DEL617986,2024-06-09,04:20,Warehouse_FR_Paris,Bordeaux,FR,Client_9,Butter,A,2329.0,162.0,2.0,192.72,Delayed,11.0,09/06/2024,04:20,04:20:00,False,False,False,False,162.0,False,1.1896296296296296,192.72,False,2329.0,False,"(150, 300]",2.0,False,1.1896296296296296,0.08274796049806785
DEL575754,2024-06-06,12:09,Warehouse_DE_Hamburg,Rotterdam,NL,Client_7,Butter,B,1555.0,346.0,4.5,345.66,On-Time,0.0,06/06/2024,12:09,12:09:00,False,False,False,False,346.0,False,0.9990173410404625,345.66,False,1555.0,False,"(300, 600]",4.5,False,0.9990173410404625,0.22228938906752413
DEL865833,2024-01-19,05:58,Warehouse_FR_Paris,Strasbourg,FR,Client_19,SMP,,6792.0,201.0,,207.69,On-Time,0.0,19/01/2024,05:58,05:58:00,False,False,False,True,201.0,False,1.0332835820895523,207.69,False,6792.0,False,"(150, 300]",3.2,True,1.0332835820895523,0.03057862190812721
DEL969099,2024-06-30,00:46,Warehouse_FR_Paris,Antwerp,BE,Client_35,SMP,,2765.0,263.0,3.5,196.66,On-Time,0.0,30/06/2024,00:46,00:46:00,False,False,False,False,263.0,False,0.7477566539923954,196.66,False,2765.0,False,"(150, 300]",3.5,False,0.7477566539923954,0.07112477396021699
DEL230252,2024-06-22,01:07,Warehouse_FR_Paris,Valencia,ES,Client_21,Cheese,,4014.0,852.0,11.4,828.9,Delayed,4.1,22/06/2024,01:07,01:07:00,False,False,False,False,852.0,False,0.972887323943662,828.9,False,4014.0,False,"(600, 1200]",11.4,False,0.972887323943662,0.20650224215246638
DEL308573,2024-02-09,11:48,Warehouse_DE_Hamburg,Liege,BE,Client_34,Cheese,,3951.0,560.0,6.5,682.49,On-Time,0.0,09/02/2024,11:48,11:48:00,False,False,False,False,560.0,False,1.218732142857143,682.49,False,3951.0,False,"(300, 600]",6.5,False,1.218732142857143,0.1727385472032397
DEL343613,2024-05-13,20:21,Warehouse_FR_Paris,The Hague,NL,Client_21,Butter,B,1970.0,497.0,5.9,577.41,On-Time,0.0,13/05/2024,20:21,20:21:00,False,False,False,False,497.0,False,1.1617907444668008,577.41,False,1970.0,False,"(300, 600]",5.9,False,1.1617907444668008,0.2931015228426396
DEL342389_DUP,2024-04-26,09:16,Warehouse_FR_Paris,Cologne,DE,Client_3,Cheese,,2397.0,875.0,11.8,778.01,On-Time,0.0,26/04/2024,09:16,09:16:00,False,False,False,False,875.0,False,0.8891542857142857,778.01,False,2397.0,False,"(600, 1200]",11.8,False,0.8891542857142857,0.32457655402586566
DEL660933,,17:04:45,Warehouse_FR_Paris,Rome,IT,Client_33,Butter,A,1384.0,1097.0,,1226.31,On-Time,0.0,02-14-2024,17:04:45,17:04:45,False,False,False,True,1097.0,False,1.1178760255241567,1226.31,False,1384.0,False,"(600, 1200]",12.6,True,1.1178760255241567,0.8860621387283236
DEL484783,2024-01-07,08:24,Warehouse_DE_Hamburg,Brussels,BE,Client_11,SMP,,7033.0,425.0,5.3,432.76,On-Time,0.0,07/01/2024,08:24,08:24:00,False,False,False,False,425.0,False,1.0182588235294117,432.76,False,7033.0,False,"(300, 600]",5.3,False,1.0182588235294117,0.061532774065121566
DEL994664,2024-03-26,11:55,Warehouse_FR_Paris,Barcelona,ES,Client_30,Butter,A,2733.0,879.0,13.1,967.69,On-Time,0.0,26/03/2024,11:55,11:55:00,False,False,False,False,879.0,False,1.1008987485779296,967.69,False,2733.0,False,"(600, 1200]",13.1,False,1.1008987485779296,0.35407610684229784
DEL707603,2024-01-20,08:15,Warehouse_PL_Warsaw,Madrid,ES,Client_16,Butter,A,2112.0,2385.0,36.1,2752.82,On-Time,0.0,20/01/2024,08:15,08:15:00,False,False,False,False,2385.0,False,1.1542222222222223,2752.82,False,2112.0,False,"(1200, 10000]",36.1,False,1.1542222222222223,1.3034185606060606
DEL610869,2024-04-18,22:53,Warehouse_FR_Paris,Lille,FR,Client_17,SMP,,6833.0,167.0,2.7,151.38,On-Time,0.0,18/04/2024,22:53,22:53:00,False,False,False,False,167.0,False,0.9064670658682634,151.38,False,6833.0,False,"(150, 300]",2.7,False,0.9064670658682634,0.022154251426898874
DEL516713,2024-05-07,08:43,Warehouse_PL_Warsaw,Rotterdam,NL,Client_10,SMP,,4718.0,1036.0,13.9,948.91,Delayed,7.2,07/05/2024,08:43,08:43:00,False,False,False,False,1036.0,False,0.9159362934362935,948.91,False,4718.0,False,"(600, 1200]",13.9,False,0.9159362934362935,0.20112547689699023
DEL501453,2024-02-16,13:39,Warehouse_FR_Paris,Eindhoven,NL,Client_31,SMP,,4163.0,426.0,6.1,301.93,On-Time,0.0,16/02/2024,13:39,13:39:00,False,False,False,False,426.0,False,0.7087558685446009,301.93,False,4163.0,False,"(300, 600]",6.1,False,0.7087558685446009,0.07252702378092722
DEL890954,2024-01-12,09:44,Warehouse_PL_Warsaw,Turin,IT,Client_31,Butter,B,960.0,1582.0,24.8,1488.64,On-Time,0.0,12/01/2024,09:44,09:44:00,False,False,False,False,1582.0,False,0.9409860935524653,1488.64,False,960.0,False,"(1200, 10000]",24.8,False,0.9409860935524653,1.5506666666666669
DEL593927,,00:49,Warehouse_FR_Paris,Dortmund,DE,Client_24,SMP,,4798.0,624.0,7.9,483.28,Delayed,2.8,03-20-2024,00:49,00:49:00,False,False,False,False,624.0,False,0.7744871794871795,483.28,False,4798.0,False,"(600, 1200]",7.9,False,0.7744871794871795,0.10072530220925385
DEL763756,2024-01-21,10:28,Warehouse_DE_Hamburg,Charleroi,BE,Client_25,Butter,C,2438.0,593.0,,765.17,Delayed,5.7,21/01/2024,10:28,10:28:00,False,False,False,True,593.0,False,1.2903372681281617,765.17,False,2438.0,False,"(300, 600]",5.8,True,1.2903372681281617,0.3138515176374077
DEL894541,,03:47,Warehouse_DE_Hamburg,Nantes,FR,Client_10,Cheese,,3450.0,877.0,10.1,860.61,On-Time,0.0,01-22-2024,03:47,03:47:00,False,False,False,False,877.0,False,0.9813112884834664,860.61,False,3450.0,False,"(600, 1200]",10.1,False,0.9813112884834664,0.24945217391304347
DEL693868,2024-05-24,21:55,Warehouse_DE_Hamburg,Valencia,ES,Client_23,SMP,,2656.0,1865.0,30.1,1331.69,On-Time,0.0,24/05/2024,21:55,21:55:00,False,False,False,False,1865.0,False,0.7140428954423593,1331.69,False,2656.0,False,"(1200, 10000]",30.1,False,0.7140428954423593,0.5013893072289157
DEL733636,2024-03-04,21:36,Warehouse_FR_Paris,Berlin,DE,Client_2,SMP,,5282.0,662.0,,632.7,On-Time,,04/03/2024,21:36,21:36:00,False,False,False,True,662.0,False,0.9557401812688823,632.7,False,5282.0,False,"(600, 1200]",12.6,True,0.9557401812688823,0.11978417266187051
DEL831663,,11:55,Warehouse_FR_Paris,Ghent,BE,Client_4,Butter,B,2110.0,349.0,4.9,450.1,On-Time,,02-23-2024,11:55,11:55:00,False,False,False,False,349.0,False,1.2896848137535817,450.1,False,2110.0,False,"(300, 600]",4.9,False,1.2896848137535817,0.2133175355450237
DEL926730,2024-01-03,18:20,Warehouse_DE_Hamburg,Marseille,FR,Client_13,Butter,B,,943.0,11.1,366.8952778,On-Time,0.0,03/01/2024,18:20,18:20:00,False,False,True,False,943.0,False,0.3890724048780487,366.8952778,False,2098.0,True,"(600, 1200]",11.1,False,0.3890724048780487,0.1748785880838894
DEL126723,2024-01-13,,Warehouse_PL_Warsaw,Cologne,DE,Client_18,SMP,,5018.0,840.0,11.3,712.5,On-Time,0.0,13/01/2024,,,False,False,False,False,840.0,False,0.8482142857142857,712.5,False,5018.0,False,"(600, 1200]",11.3,False,0.8482142857142857,0.14198884017536867
DEL818468,,17:31,Warehouse_DE_Hamburg,Katowice,PL,Client_21,Butter,A,2235.0,677.0,8.4,885.05,Delayed,3.8,04-21-2024,17:31,17:31:00,False,False,False,False,677.0,False,1.307311669128508,885.05,False,2235.0,False,"(600, 1200]",8.4,False,1.307311669128508,0.3959955257270693
DEL571413,2024-02-15,15:52,Warehouse_PL_Warsaw,Nice,FR,Client_10,Butter,C,1569.0,1442.0,19.5,1418.34,On-Time,0.0,15/02/2024,15:52,15:52:00,False,False,False,False,1442.0,False,0.9835922330097087,1418.34,False,1569.0,False,"(1200, 10000]",19.5,False,0.9835922330097087,0.9039770554493307
DEL791288,2024-01-08,20:51,Warehouse_PL_Warsaw,Tilburg,NL,Client_33,Cheese,,1155.0,1114.0,16.8,874.36,On-Time,0.0,08/01/2024,20:51,20:51:00,False,False,False,False,1114.0,False,0.7848833034111311,874.36,False,1155.0,False,"(600, 1200]",16.8,False,0.7848833034111311,0.757021645021645
DEL848035,2024-01-31,,Warehouse_DE_Hamburg,Rome,IT,Client_8,Butter,A,1672.0,1577.0,18.9,1908.76,On-Time,0.0,31/01/2024,,,False,False,False,False,1577.0,False,1.2103741280913125,1908.76,False,1672.0,False,"(1200, 10000]",18.9,False,1.2103741280913125,1.1416028708133972
DEL750579,2024-03-25,06:05,Warehouse_PL_Warsaw,Barcelona,ES,Client_8,SMP,,5468.0,2355.0,31.5,1779.42,On-Time,0.0,25/03/2024,06:05,06:05:00,False,False,False,False,2355.0,False,0.7555923566878981,1779.42,False,5468.0,False,"(1200, 10000]",31.5,False,0.7555923566878981,0.325424286759327
DEL922359,2024-02-15,09:35,Warehouse_FR_Paris,Katowice,PL,Client_16,SMP,,4747.0,1497.0,23.9,1177.45,On-Time,0.0,15/02/2024,09:35,09:35:00,False,False,False,False,1497.0,False,0.7865397461589847,1177.45,False,4747.0,False,"(1200, 10000]",23.9,False,0.7865397461589847,0.2480408679165789
DEL197734,2024-02-24,21:58,Warehouse_FR_Paris,Berlin,DE,Client_23,SMP,,7248.0,702.0,9.4,653.54,Delayed,4.7,24/02/2024,21:58,21:58:00,False,False,False,False,702.0,False,0.9309686609686609,653.54,False,7248.0,False,"(600, 1200]",9.4,False,0.9309686609686609,0.09016832229580574
DEL839196,2024-04-05,21:32,Warehouse_FR_Paris,Marseille,FR,Client_19,Butter,A,2369.0,177.0,2.1,246.52,On-Time,0.0,05/04/2024,21:32,21:32:00,False,False,False,False,177.0,False,1.3927683615819209,246.52,False,2369.0,False,"(150, 300]",2.1,False,1.3927683615819209,0.10406078514140989
DEL336001,2024-02-14,,Warehouse_DE_Hamburg,Ghent,BE,Client_4,Butter,A,1961.0,591.0,8.4,754.89,On-Time,0.0,14/02/2024,,,False,False,False,False,591.0,False,1.2773096446700507,754.89,False,1961.0,False,"(300, 600]",8.4,False,1.2773096446700507,0.3849515553289138
DEL286253,2024-05-08,05:58,Warehouse_PL_Warsaw,Eindhoven,NL,Client_18,SMP,,3017.0,1095.0,16.5,794.78,Delayed,7.2,08/05/2024,05:58,05:58:00,False,False,False,False,1095.0,False,0.7258264840182648,794.78,False,3017.0,False,"(600, 1200]",16.5,False,0.7258264840182648,0.2634338747099768
DEL328158,2024-05-30,22:49,Warehouse_PL_Warsaw,Breda,NL,Client_35,Butter,B,1819.0,1010.0,16.2,1062.35,On-Time,0.0,30/05/2024,22:49,22:49:00,False,False,False,False,1010.0,False,1.0518316831683168,1062.35,False,1819.0,False,"(600, 1200]",16.2,False,1.0518316831683168,0.5840296866410115
DEL247561_DUP,2024-05-01,09:01,Warehouse_FR_Paris,Stuttgart,DE,Client_1,Butter,A,2024.0,741.0,10.1,845.36,Delayed,8.0,01/05/2024,09:01,09:01:00,False,False,False,False,741.0,False,1.1408367071524967,845.36,False,2024.0,False,"(600, 1200]",10.1,False,1.1408367071524967,0.41766798418972334
DEL185557,2024-01-15,19:04,Warehouse_FR_Paris,Lublin,PL,Client_6,SMP,,4745.0,1421.0,,1362.4,On-Time,0.0,15/01/2024,19:04,19:04:00,False,False,False,True,1421.0,False,0.9587614356087263,1362.4,False,4745.0,False,"(1200, 10000]",21.0,True,0.9587614356087263,0.2871232876712329
DEL301456,2024-06-23,19:40,Warehouse_DE_Hamburg,Berlin,DE,Client_29,SMP,,7368.0,406.0,6.0,393.97,On-Time,0.0,23/06/2024,19:40,19:40:00,False,False,False,False,406.0,False,0.9703694581280788,393.97,False,7368.0,False,"(300, 600]",6.0,False,0.9703694581280788,0.053470412595005436
DEL653554,2024-04-20,03:15:42,Warehouse_DE_Hamburg,Valencia,ES,Client_22,SMP,,2592.0,1754.0,21.9,1510.15,On-Time,,20/04/2024,03:15:42,03:15:42,False,False,False,False,1754.0,False,0.8609749144811859,1510.15,False,2592.0,False,"(1200, 10000]",21.9,False,0.8609749144811859,0.5826195987654321
DEL656612,2024-06-03,04:30,Warehouse_FR_Paris,Florence,IT,Client_13,SMP,,,914.0,13.3,839.42,On-Time,0.0,03/06/2024,04:30,04:30:00,False,False,True,False,914.0,False,0.9184026258205689,839.42,False,4999.0,True,"(600, 1200]",13.3,False,0.9184026258205689,0.16791758351670333
DEL107784,2024-03-18,17:30,Warehouse_FR_Paris,Frankfurt,DE,Client_25,Cheese,,3210.0,752.0,12.0,747.0,On-Time,0.0,18/03/2024,17:30,17:30:00,False,False,False,False,752.0,False,0.9933510638297872,747.0,False,3210.0,False,"(600, 1200]",12.0,False,0.9933510638297872,0.23271028037383176
DEL587828,2024-03-10,06:21,Warehouse_DE_Hamburg,Rome,IT,Client_20,Butter,A,2326.0,1590.0,23.8,1842.88,Delayed,9.0,10/03/2024,06:21,06:21:00,False,False,False,False,1590.0,False,1.1590440251572327,1842.88,False,2326.0,False,"(1200, 10000]",23.8,False,1.1590440251572327,0.7922957867583835
DEL949062,2024-04-22,11:10,Warehouse_FR_Paris,Lodz,PL,Client_33,Butter,A,1636.0,1629.0,23.0,1841.52,On-Time,0.0,22/04/2024,11:10,11:10:00,False,False,False,False,1629.0,False,1.1304604051565377,1841.52,False,1636.0,False,"(1200, 10000]",23.0,False,1.1304604051565377,1.1256234718826406
DEL660857,2024-04-30,,Warehouse_FR_Paris,Almere,NL,Client_8,Butter,A,2208.0,402.0,5.0,530.45,Delayed,,30/04/2024,,,False,False,False,False,402.0,False,1.3195273631840798,530.45,False,2208.0,False,"(300, 600]",5.0,False,1.3195273631840798,0.24024003623188409
DEL438869,2024-01-15,23:04,Warehouse_PL_Warsaw,Utrecht,NL,Client_26,SMP,,5844.0,1091.0,15.9,1055.68,Delayed,9.7,15/01/2024,23:04,23:04:00,False,False,False,False,1091.0,False,0.9676260311640698,1055.68,False,5844.0,False,"(600, 1200]",15.9,False,0.9676260311640698,0.18064339493497605
DEL210227,2024-01-12,03:44,Warehouse_DE_Hamburg,Montpellier,FR,Client_14,SMP,,,946.0,13.8,801.7,On-Time,0.0,12/01/2024,03:44,03:44:00,False,False,True,False,946.0,False,0.8474630021141649,801.7,False,4757.0,True,"(600, 1200]",13.8,False,0.8474630021141649,0.16853058650409924
DEL431601,2024-01-04,12:13,Warehouse_FR_Paris,Nice,FR,Client_24,SMP,,2515.0,407.0,5.0,329.54,On-Time,0.0,04/01/2024,12:13,12:13:00,False,False,False,False,407.0,False,0.8096805896805898,329.54,False,2515.0,False,"(300, 600]",5.0,False,0.8096805896805898,0.13102982107355865
DEL434480,,14:08,Warehouse_PL_Warsaw,Berlin,DE,Client_16,Butter,A,2509.0,616.0,8.9,2392.015254,On-Time,0.0,05-22-2024,14:08,14:08:00,False,False,False,False,616.0,False,3.883141646103896,2392.015254,False,2509.0,False,"(600, 1200]",8.9,False,3.883141646103896,0.9533739553607015
DEL183029,2024-05-02,09:09,Warehouse_DE_Hamburg,Breda,NL,Client_16,Butter,A,1955.0,316.0,4.5,420.64,Delayed,2.8,02/05/2024,09:09,09:09:00,False,False,False,False,316.0,False,1.3311392405063291,420.64,False,1955.0,False,"(300, 600]",4.5,False,1.3311392405063291,0.2151611253196931
DEL287953,2024-04-04,11:07,Warehouse_DE_Hamburg,Charleroi,BE,Client_17,Butter,A,2278.0,411.0,6.7,154.5739615,On-Time,0.0,04/04/2024,11:07,11:07:00,False,False,False,False,411.0,False,0.37609236374695865,154.5739615,False,2278.0,False,"(300, 600]",6.7,False,0.37609236374695865,0.0678551191834943
DEL370346,2024-03-28,11:49,Warehouse_DE_Hamburg,Zaragoza,ES,Client_18,Cheese,,2749.0,1597.0,21.9,1684.11,On-Time,0.0,28/03/2024,11:49,11:49:00,False,False,False,False,1597.0,False,1.054546023794615,1684.11,False,2749.0,False,"(1200, 10000]",21.9,False,1.054546023794615,0.6126264096034921
DEL541425,2024-04-05,11:39:35,Warehouse_PL_Warsaw,Munich,DE,Client_14,Butter,A,1960.0,682.0,7.9,705.07,Delayed,,05/04/2024,11:39:35,11:39:35,False,False,False,False,682.0,False,1.0338269794721409,705.07,False,1960.0,False,"(600, 1200]",7.9,False,1.0338269794721409,0.3597295918367347
DEL469988_DUP,2024-03-27,12:49,Warehouse_PL_Warsaw,Krakow,PL,Client_4,Cheese,,4235.0,345.0,4.9,369.63,On-Time,0.0,27/03/2024,12:49,12:49:00,False,False,False,False,345.0,False,1.071391304347826,369.63,False,4235.0,False,"(300, 600]",4.9,False,1.071391304347826,0.08727981109799292
DEL849082,2024-01-14,00:34,Warehouse_PL_Warsaw,The Hague,NL,Client_14,SMP,,7337.0,1089.0,12.6,1102.55,On-Time,0.0,14/01/2024,00:34,00:34:00,False,False,False,False,1089.0,False,1.0124426078971533,1102.55,False,7337.0,False,"(600, 1200]",12.6,False,1.0124426078971533,0.15027259097723863
DEL146177,2024-04-01,07:02,Warehouse_FR_Paris,Poznan,PL,Client_10,SMP,,4476.0,1542.0,23.9,1400.9,On-Time,0.0,01/04/2024,07:02,07:02:00,False,False,False,False,1542.0,False,0.9084954604409858,1400.9,False,4476.0,False,"(1200, 10000]",23.9,False,0.9084954604409858,0.3129803395889187
DEL380633,2024-04-15,09:50,Warehouse_PL_Warsaw,Liege,BE,Client_9,Cheese,,3661.0,1257.0,19.1,1287.18,On-Time,0.0,15/04/2024,09:50,09:50:00,False,False,False,False,1257.0,False,1.0240095465393795,1287.18,False,3661.0,False,"(1200, 10000]",19.1,False,1.0240095465393795,0.35159246107620873
DEL319459,2024-05-20,00:23,Warehouse_FR_Paris,Essen,DE,Client_8,Butter,B,2906.0,698.0,9.2,1037.02,On-Time,0.0,20/05/2024,00:23,00:23:00,False,False,False,False,698.0,False,1.485702005730659,1037.02,False,2906.0,False,"(600, 1200]",9.2,False,1.485702005730659,0.3568547832071576
DEL965322,2024-01-08,02:02,Warehouse_PL_Warsaw,Zaragoza,ES,Client_14,Cheese,,4013.0,2584.0,31.0,2687.85,On-Time,0.0,08/01/2024,02:02,02:02:00,False,False,False,False,2584.0,False,1.0401896284829721,2687.85,False,4013.0,False,"(1200, 10000]",31.0,False,1.0401896284829721,0.6697856964864192
DEL284651,2024-04-18,13:08,Warehouse_FR_Paris,Montpellier,FR,Client_33,Cheese,,4597.0,291.0,3.7,308.79,On-Time,0.0,18/04/2024,13:08,13:08:00,False,False,False,False,291.0,False,1.0611340206185567,308.79,False,4597.0,False,"(150, 300]",3.7,False,1.0611340206185567,0.06717206874048293
